Protein.Group,detect_study,detect_plate_qc,study_mad,plate_qc_mad,biology_technical_ratio,selected_for_pca
A0A024R1R8;Q9Y2S6,0.6594594594594595,0.6666666666666666,0.4865150566522898,0.18552646869409273,2.622348498717373,False
A0A075B6H9,0.9621621621621622,1.0,0.8330005561858398,0.5953419843888863,1.3991967273077643,False
A0A075B6I0,0.918918918918919,1.0,0.9194295418245364,0.25752749557825894,3.5702189382148317,False
A0A075B6I1,0.33513513513513515,1.0,0.8175892995265208,0.44073025009568134,1.85507870029122,False
A0A075B6I4,0.1837837837837838,0.2222222222222222,0.7290872901365315,1.0258675339266734,0.7107031522343166,False
A0A075B6I9,0.8648648648648649,1.0,0.9178204057579924,0.24697015219537732,3.7163211732238297,False
A0A075B6J9,0.8594594594594595,1.0,0.8488253386849234,0.3589691040699279,2.3646194869170984,False
A0A075B6K4,0.8864864864864865,1.0,0.6454200447059968,0.23100612178163438,2.793952124420754,False
A0A075B6K5,0.6216216216216216,0.6666666666666666,0.7459704399847915,0.13820368366025448,5.3976161866901275,False
A0A075B6P5;A0A087WW87;P01614;P01615,0.9675675675675676,1.0,1.0616825574833282,0.5634143831519118,1.884372478288453,False
A0A075B6Q5,0.08108108108108109,0.0,0.6832464358510713,,,False
A0A075B6R2,0.15675675675675677,0.3333333333333333,0.861662924190318,1.4603963107982096,0.5900199266590577,False
A0A087WSX0,0.9459459459459459,1.0,0.7129807559032919,0.3943800342695063,1.8078520562632348,False
A0A087WSY4,0.6378378378378379,0.4444444444444444,0.4840160657132264,0.3552352021731231,1.3625228095422317,False
A0A0A0MRZ8;P04433,1.0,1.0,0.9054381049331255,0.35266275011576376,2.5674333471167845,False
A0A0A0MRZ9,0.43783783783783786,0.2222222222222222,0.6800930863090855,0.06464569613279281,10.520314993778756,False
A0A0A0MS15,1.0,1.0,0.9835078419467855,0.4053871339306916,2.4260953533738303,False
A0A0A0MT36;A0A0C4DH26,0.24324324324324326,0.5555555555555556,0.8815121445510208,0.4611291932636732,1.9116381210047855,False
A0A0B4J1U7,1.0,1.0,0.9830127156568977,0.2651572066615451,3.707282664625615,False
A0A0B4J1V0,0.918918918918919,0.8888888888888888,0.7835011361539914,0.13912227003517597,5.631744910113164,False
A0A0B4J1V2,0.6324324324324324,0.5555555555555556,0.8558208933859248,0.888663855709213,0.9630423110917712,False
A0A0B4J1V6,0.8,1.0,0.7935267837866817,0.3945925343835537,2.01100303386722,False
A0A0B4J1X5,1.0,1.0,0.819759194465167,0.37012781980243403,2.214800267925648,False
A0A0B4J1Y8,0.8486486486486486,1.0,0.8387069405278016,0.2891051155537614,2.9010449674033434,False
A0A0B4J1Y9,1.0,1.0,0.9834221380379553,0.18754912071099383,5.24354438085248,False
A0A0B4J2D5,0.827027027027027,1.0,0.5813214452760906,0.31244679711575607,1.8605453813012562,False
A0A0B4J2D9;P0DP09,0.2594594594594595,0.2222222222222222,0.8582294263877275,0.9901615508843111,0.8667569707400218,False
A0A0B4J2F0,0.2,0.2222222222222222,0.542626894572253,0.21183986478247885,2.5614956614961613,False
A0A0C4DH25,1.0,1.0,0.8729801832664279,0.37378035559174627,2.3355432413893955,False
A0A0C4DH29,0.24864864864864866,0.6666666666666666,1.0114297790651188,0.8537962461521529,1.1846266408682176,False
A0A0C4DH31,0.16216216216216217,0.3333333333333333,0.8462961079715319,0.6949852395363862,1.2177181036766807,False
A0A0C4DH34,1.0,1.0,0.9276552484664986,0.17157240719319766,5.406785762595964,False
A0A0C4DH35,0.31891891891891894,0.2222222222222222,0.9228634954752799,0.5639468662742306,1.6364369600495638,False
A0A0C4DH36,0.6,0.5555555555555556,0.7611044246440386,0.2885189152615002,2.6379706299471173,False
A0A0C4DH38,0.4702702702702703,0.3333333333333333,0.719341014516452,0.3900105205506996,1.8444143852856425,False
A0A0C4DH43,0.9513513513513514,1.0,1.1122291982029902,0.33219673621780466,3.348103930418382,False
A0A0C4DH67,0.11891891891891893,0.0,1.285621487891894,,,False
A0A0C4DH68,0.9135135135135135,1.0,1.0504424586621415,0.12787760363641354,8.214436529861784,False
A0A0C4DH72,0.0918918918918919,0.2222222222222222,0.9110920366030832,0.23712929143245098,3.842174162033535,False
A0A0J9YX35,0.7351351351351352,0.7777777777777778,0.8131990631232053,0.20698312292879173,3.9288182128886406,False
A0A0J9YXX1,0.9135135135135135,1.0,1.2624404028408396,0.3280965879166491,3.8477705935837245,False
A0A1B0GTC6,1.0,1.0,0.5317014612513198,0.08414140112360258,6.319141993728599,False
A0AUZ9-2,0.11891891891891893,0.0,0.6356629273046757,,,False
A0AVT1,0.9351351351351351,1.0,0.4903864360363155,0.06388370285808698,7.676236881974006,False
A0FGR8-2,0.9945945945945946,1.0,0.6729632717597909,0.05154194332176942,13.056614252174615,True
A0FGR8-6,0.31351351351351353,0.8888888888888888,0.45081046176076356,0.30411060450080196,1.4823898117619727,False
A0M8Q6,0.44324324324324327,0.8888888888888888,1.0953590894370908,0.9458346097823496,1.1580873422353926,False
A0MZ66;A0MZ66-3;A0MZ66-4,0.16216216216216217,0.4444444444444444,0.5001262240120017,0.25193636964832766,1.985129120936833,False
A0PJW6,0.15135135135135136,0.3333333333333333,0.514469965751732,0.17312060700194287,2.971743079354835,False
A1A4S6,0.9027027027027027,1.0,0.5110809064783215,0.0257461696507022,19.850755021509862,True
A1A5C7,0.4972972972972973,1.0,0.4591176400496275,0.13926135178967236,3.2968058556765762,False
A1L0T0,0.6432432432432432,1.0,0.43697009731713976,0.0831203068614208,5.257079934096751,False
A1L170-2,0.24864864864864866,0.6666666666666666,0.5648908209373289,0.4419200277209887,1.2782648115101478,False
A1L390,0.2594594594594595,0.5555555555555556,0.41893164459800936,0.33564724612331176,1.2481307367679106,False
A1L3X0,0.8540540540540541,1.0,0.5942354340798266,0.03337897333619466,17.80268758103067,True
A1L4H1,0.14594594594594595,0.2222222222222222,0.7270761372158461,1.0913677891568963,0.6662063370749902,False
A1X283,0.7351351351351352,1.0,0.6015860534362325,0.14292919155431605,4.2089796135705235,False
A2A2Y4;A2A2Y4-2;A2A2Y4-5,0.21081081081081082,0.6666666666666666,0.42500272657215454,0.3831791475022728,1.1091488911714167,False
A2NJV5,1.0,1.0,0.8888986944796855,0.14539781599814816,6.113562905862402,False
A2RRP1,0.8918918918918919,1.0,0.393013597389789,0.016244405695202246,24.193781216992434,True
A2RTX5,0.654054054054054,1.0,0.3769726473355419,0.11332046576879051,3.3266069352793255,False
A2RUS2;A2RUS2-2,0.9675675675675676,1.0,0.6756494555875854,0.046933416615679846,14.395914559560525,True
A3KN83-4,0.5351351351351351,0.6666666666666666,0.7249936912606678,0.2292034251348456,3.1631014712547927,False
A4D126;A4D126-2,0.2864864864864865,0.7777777777777778,0.328878555352329,0.4289880269305648,0.766638075438783,False
A4D1B5,0.772972972972973,1.0,0.42708528280409475,0.1102972501310795,3.872129924332093,False
A4D1P6;A4D1P6-2,0.6,1.0,0.5214653104566533,0.18544236785075796,2.812007398850316,False
A4FU01,0.5405405405405406,1.0,0.4593436970634146,0.18596782716018545,2.4700170135759763,False
A4FU69;A4FU69-3,0.13513513513513514,0.1111111111111111,0.5146155572764304,,,False
A4UGR9-4,0.5081081081081081,1.0,0.4886166569128161,0.23622808798046258,2.068410497202295,False
A4UGR9;A4UGR9-3,0.06486486486486487,0.0,0.8632258395367689,,,False
A5D8V6,0.9567567567567568,1.0,0.4123504441056056,0.13085519763886921,3.151196525212546,False
A5PLL7;A5PLL7-2,0.1783783783783784,0.4444444444444444,0.43195818637267536,0.5548428449638143,0.7785234869539441,False
A5PLN9;A5PLN9-2;A5PLN9-4;A5PLN9-5,0.6810810810810811,1.0,0.36622392875637555,0.16745918045225494,2.186944470690225,False
A5YKK6,0.8594594594594595,1.0,0.2645177470456037,0.09919803507895253,2.6665623652229793,False
A6NC98,0.05405405405405406,0.0,0.6558324080452902,,,False
A6NCC3-1;I6L899-2,0.6432432432432432,0.2222222222222222,0.5415065925299629,0.005360576298780728,101.0164882184644,False
A6NCE7;Q9GZQ8,0.12972972972972974,0.2222222222222222,0.48202176538881947,0.03936710679437372,12.244277129801908,False
A6NCL7,0.32972972972972975,0.7777777777777778,1.3557303378152366,0.4592751593434663,2.9518912796269072,False
A6NDG6,0.9891891891891892,1.0,0.3174908516687207,0.12829557798275992,2.474682733892702,False
A6NDU8,0.4648648648648649,0.8888888888888888,0.4498613081331655,0.14567393980084464,3.0881385424749603,False
A6NFX1,0.6864864864864865,1.0,0.429636035660522,0.1051201980735712,4.087093094705069,False
A6NGU5,0.10270270270270271,0.2222222222222222,0.8324012352478736,0.6858284326584565,1.2137164276220822,False
A6NHL2;A6NHL2-2,0.6648648648648648,1.0,0.7105786045572131,0.4640623685522254,1.531213588324486,False
A6NHM9,0.827027027027027,0.8888888888888888,0.4589039677352087,0.18489982772183122,2.4819058697317846,False
A6NHR9,0.10810810810810811,0.2222222222222222,1.0365407482248665,0.27918644873203124,3.712718697245077,False
A6NIH7,0.3783783783783784,1.0,0.3672741314655781,0.3508411006591956,1.0468389557993816,False
A6NML5,1.0,1.0,0.46233662404643994,0.22016361278192775,2.0999683744488005,False
A6QL63,0.5027027027027027,1.0,0.3570341531892858,0.14234321236293468,2.50826258071899,False
A7E2V4;A7E2V4-3;A7E2V4-4;A7E2V4-5,0.5459459459459459,1.0,0.40774475918975384,0.26428003068073025,1.5428511875811743,False
A7KAX9,0.3783783783783784,0.7777777777777778,0.4123992327325059,0.21839297790623036,1.8883355897531395,False
A8MSI8,0.11351351351351352,0.1111111111111111,0.3825023346657037,,,False
A9UHW6;A9UHW6-2;A9UHW6-3,0.5081081081081081,1.0,0.3541598637805894,0.11564840373658392,3.0623843679439857,False
B0I1T2,1.0,1.0,0.3431411916315845,0.07476267917262192,4.589739097488668,False
B0YJ81,0.1783783783783784,0.5555555555555556,0.4207351287021819,0.15726926356278526,2.6752533786375583,False
B1AJZ9;B1AJZ9-4,0.010810810810810811,0.0,0.812068125876932,,,False
B2RNN3;P0C862,0.15135135135135136,0.1111111111111111,0.5249042014763985,,,False
B2RUZ4,0.9837837837837838,1.0,0.45152115997401854,0.1965347502332655,2.297411320075008,False
B7ZAQ6;B7ZAQ6-2;B7ZAQ6-3;P0CG08,0.5513513513513514,1.0,0.501257970120653,0.1521960410365324,3.293502030058282,False
B9A064,1.0,1.0,0.5798644235356392,0.2107642836780208,2.751246147670272,False
B9EJG8;B9EJG8-2,0.43783783783783786,0.8888888888888888,0.5580403058726855,0.26127923891368443,2.135800411057682,False
C0HM01,0.2702702702702703,0.4444444444444444,1.0137239774521092,0.543171492536481,1.8663055616528412,False
C4AMC7;Q6VEQ5,0.7351351351351352,1.0,0.3836508065274442,0.12553147508258533,3.0562120478154657,False
C9J7I0,0.08648648648648649,0.3333333333333333,0.44946093587092584,0.01422474003367391,31.597128299492784,False
C9JJH3,0.8540540540540541,0.8888888888888888,0.7859269904925714,0.2700944515485304,2.9098227897190125,False
C9JLW8,0.3783783783783784,0.7777777777777778,0.6056079092665794,0.5446046867568182,1.1120137670372288,False
C9JQI7,0.22702702702702704,0.4444444444444444,0.7300399350413365,0.20443511044943463,3.5710105443062137,False
E9PAV3,0.7081081081081081,1.0,0.4391803096653284,0.23136430554294485,1.8982198167288584,False
G9CGD6;G9CGD6-2,0.1891891891891892,0.4444444444444444,0.39147459150598607,0.36263798117258794,1.0795190019538359,False
H3BSY2,0.9837837837837838,1.0,0.7655335750232073,0.45498690697262134,1.682539790247795,False
L0R6Q1,0.6594594594594595,1.0,0.5417573317107944,0.11015936021729367,4.917941885665973,False
O00116,0.8540540540540541,1.0,0.5547931855258454,0.06038327831419288,9.187861292311505,False
O00139-2,0.518918918918919,1.0,0.39864545288907394,0.29771058173114007,1.3390368947284759,False
O00139;O00139-4,1.0,1.0,0.7377958671331015,0.04596547876557722,16.051086314054114,True
O00142-6,0.6162162162162163,1.0,0.34395177184929526,0.15966369178200424,2.1542265997388284,False
O00151,1.0,1.0,0.8169147883245103,0.022205913306329705,36.788164353125346,True
O00154-4,0.8594594594594595,1.0,0.6142153729069069,0.057875031900318064,10.612786770723686,False
O00159-2,0.9837837837837838,1.0,0.6599378303100227,0.038909352286230714,16.960905066095442,True
O00160,0.9405405405405406,1.0,0.4511542080188784,0.1589653698297937,2.8380659794138503,False
O00161,1.0,1.0,0.6698783528422361,0.03436978585797945,19.49032663777025,True
O00165;O00165-2;O00165-5,0.16756756756756758,0.6666666666666666,0.45642579588241183,0.2319980210469934,1.9673693500599234,False
O00170,0.8216216216216217,1.0,0.5176922050445274,0.09558615950267146,5.415974527463454,False
O00175,0.5405405405405406,0.4444444444444444,0.6586484964633028,0.28803458815752503,2.28669931856618,False
O00178,0.9459459459459459,1.0,0.3677818178529684,0.06208470929946763,5.923871143198251,False
O00182;O00182-2;O00182-3;O00182-6,0.4648648648648649,0.7777777777777778,0.49639665829673607,0.4426261017826665,1.1214807628775392,False
O00186,0.9837837837837838,1.0,0.5706914662341029,0.04078232756275213,13.993597235370515,True
O00187,1.0,1.0,0.5375902391882654,0.15953216636372503,3.369792133096141,False
O00187-2,0.3027027027027027,0.4444444444444444,0.7341974654448986,0.4647303232051243,1.5798355062809963,False
O00189,0.5675675675675675,1.0,0.39891566047358573,0.18891620986133262,2.111601014896477,False
O00194,1.0,1.0,0.8501356432084073,0.06734508412728957,12.62357385435228,False
O00203,0.9837837837837838,1.0,0.679652262352632,0.043987282027099894,15.451108389327365,True
O00214-2,0.5513513513513514,1.0,0.35704053924874035,0.10318462340820389,3.4602107121743217,False
O00217,0.4,1.0,0.4184306697630449,0.4553120490340028,0.9189975768284497,False
O00231;O00231-2,0.9783783783783784,1.0,0.5295768775354652,0.05766942842742928,9.182974272094274,False
O00232,0.9567567567567568,1.0,0.4767596620975567,0.0575679578692494,8.28168446031023,False
O00233,0.9135135135135135,1.0,0.5827391257836965,0.10486122124260788,5.557241455689953,False
O00244,0.6972972972972973,1.0,0.5685176346830936,0.2088185059478871,2.722544307567133,False
O00257,0.11351351351351352,0.4444444444444444,0.5873749638009382,0.3423772864470269,1.7155780685580546,False
O00258;O00258-2,0.41621621621621624,1.0,0.47888124953097133,0.2926078745979517,1.6365972726775126,False
O00264,1.0,1.0,0.7429684706712294,0.01640161135564,45.298504796953736,True
O00267;O00267-2,0.32432432432432434,0.3333333333333333,0.4932955607806324,0.514895005015811,0.9580507792369916,False
O00291;O00291-3;O00291-4,0.12432432432432433,0.3333333333333333,0.4340959414388159,0.10500500428174497,4.134050033216209,False
O00299,1.0,1.0,0.9023869747790343,0.05546195012119881,16.270379472901396,True
O00303,0.9027027027027027,1.0,0.47137366093355126,0.08409264090759017,5.605409175477628,False
O00329,0.8486486486486486,0.8888888888888888,0.7968524830641925,0.27649876103428017,2.8819387113470616,False
